participant_id,query_id,MAL,QL_char,QL_tokens,task_family,info_source_type,requires_personal_history,requires_aggregation,requires_summarization,requires_generation,temporal_reference_type,time_urgency_level,stakes_level,modality_primary,domain_category,query_goal_specificity,expected_answer_length,interaction_pattern,has_comparative_phrase,has_temporal_diff_phrase,time_window_length,personalization_intensity,needs_location_context,needs_calendar_context,needs_communication_logs,needs_media_history,needs_financial_logs,needs_health_data,recommendation_type,requires_cross_app_integration,requires_similarity_search,requires_visual_understanding,requires_list_dedup_grouping,explicit_output_structure,urgency_phrase_present,planning_horizon,social_context_strength,contains_monetary_amount,monetary_context_type,device_context_implied,cognitive_load_estimate,novelty_seeking,habit_analysis,food_context_type,output_requires_multimedia_creation,output_requires_behavior_change_guidance,embedding_cluster_id,embedding_axis_complexity,embedding_axis_urgency
P049,46,12.559,19,5,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P059,46,8.547,19,5,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P069,46,3.429,19,5,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P072,46,23.852,19,5,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P083,46,14.131,19,5,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P013,47,39.055,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P018,47,20.522,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P024,47,21.83,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P031,47,12.542,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P043,47,8.955,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P051,47,6.583,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P061,47,2.771,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P065,47,15.447,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P070,47,30.727,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P081,47,4.253,21,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P006,48,13.934,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P020,48,7.099,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P029,48,12.724,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P032,48,5.394,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P043,48,22.412,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P053,48,15.131,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P061,48,10.545,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P067,48,9.91,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P070,48,13.307,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P079,48,4.944,23,6,retrieve_item,calendar_events,1,0,0,0,future,2,1,structured_log,social_relationships,2,0,one_shot_lookup,0,0,0,2,0,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,2,0,spend_tracking,mobile_on_the_go,0,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P006,49,4.478,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P014,49,8.697,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P028,49,53.02,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P036,49,80.03,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P044,49,51.666,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P052,49,6.035,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P059,49,11.201,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P064,49,24.312,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P076,49,8.132,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P080,49,3.645,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P007,50,49.399,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P015,50,4.168,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P025,50,28.014,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P031,50,17.011,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P041,50,22.606,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P046,50,36.419,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P059,50,5.201,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P064,50,22.332,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P074,50,29.381,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P085,50,20.997,26,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,0,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P012,51,36.461,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P020,51,41.138,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P022,51,7.208,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P031,51,25.498,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P040,51,41.195,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P052,51,7.658,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P054,51,7.865,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P066,51,56.799,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P073,51,8.105,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P080,51,4.852,32,8,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P006,52,3.354,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P019,52,12.049,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P023,52,20.939,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P035,52,35.399,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P039,52,13.883,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P046,52,38.458,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P059,52,4.943,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P065,52,27.739,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P074,52,31.004,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P085,52,10.778,28,7,retrieve_item,commerce_history,1,0,0,0,past_range,0,1,structured_log,shopping_retail,2,0,one_shot_lookup,0,0,2,2,1,0,0,0,1,0,other,1,0,0,0,simple_fact,0,0,0,0,spend_tracking,home_desktop,1,0,0,casual_meal,0,0,financial_analytics,0.6,-0.2
P013,53,16.295,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P019,53,5.558,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P022,53,17.037,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P036,53,17.817,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P045,53,32.953,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P048,53,6.7,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P056,53,13.249,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P065,53,20.215,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P076,53,6.85,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P081,53,4.161,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P006,54,4.536,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P014,54,4.985,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P022,54,1.947,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P037,54,4.019,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P039,54,9.255,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P049,54,9.962,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P057,54,7.923,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P067,54,6.6,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P072,54,12.891,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
P083,54,5.725,18,5,retrieve_item,calendar_events,1,0,0,0,present_now,2,1,structured_log,productivity_work,2,0,one_shot_lookup,0,0,0,2,1,1,0,0,0,0,other,1,0,0,0,simple_fact,1,1,0,0,spend_tracking,mobile_on_the_go,1,0,0,casual_meal,0,0,personal_media_retrieval,0.3,0.9
